ISIN,Description,Ccy,Price,Issuer,Industry Sector,Maturity,Coupon,Rating,PD 1YR,Outstanding Amount,Callable,Next Call Date,Seniority,Coupon Frequency,Coupon Type,First Coupon Date,Penultimate Coupon Date,Issue date,Bid Price,Ask Price,Años a maturity,Bid-Ask Spread,Precio_modelo_limpio,Cupon_corrido,Precio_modelo_sucio,Diferencia,Spread_implicito_bps,YTM,Modified_Duration,Convexity
XS2058557344,TMO 1 ⅞ 10/01/49,EUR,64.18974,THERMO FISHER SCIENTIFIC,"Consumer, Non-cyclical",2049-10-01,1.875,A-,3.83619e-05,1000000000,Y,2049-04-01,Sr Unsecured,1,FIXED,01/10/2020,01/10/2048,30/09/2019,63.924,64.456,23.498973305954827,0.5320000000000036,83.1125755319908,0.9400684931506851,84.05264402514149,18.9228355319908,141.76448562420975,0.046034673567532866,0.9559912546583852,1.8278385579666272
XS2056491587,ASSGEN 2.124 10/01/30,EUR,95.909,GENERALI,Financial,2030-10-01,2.124,BBB+,6.64834e-07,750000000,N,,Subordinated,1,FIXED,01/10/2020,01/10/2029,01/10/2019,95.67,96.148,4.999315537303217,0.47799999999999443,99.29358351497334,0.0,99.29358351497334,3.384583514973329,72.32873072724688,0.044323585354532485,11.074001716880968,142.78487189678512
XS2056374353,MDLZ 0 ⅞ 10/01/31,EUR,87.62197,MONDELEZ INTL HLDINGS NE,"Consumer, Non-cyclical",2031-10-01,0.875,BBB+,6.19362e-06,500000000,Y,2031-07-01,Sr Unsecured,1,FIXED,01/10/2020,01/10/2030,02/10/2019,87.426,87.818,5.746748802190281,0.3919999999999959,92.21408014374695,0.2205479452054795,92.43462808895244,4.59211014374695,90.79405553880808,,,
FR0013449998,ELISGP 1 ⅝ 04/03/28,EUR,97.204,ELIS SA,"Consumer, Non-cyclical",2028-04-03,1.625,BBB-,7.64836e-05,550000000,Y,2028-01-03,Sr Unsecured,1,FIXED,03/04/2020,03/04/2027,03/10/2019,97.028,97.379,2.2559890485968515,0.3509999999999991,99.23668619728704,1.2065068493150684,100.4431930466021,2.032686197287049,92.54444912955272,0.035236360317029196,1.9122930921878174,5.522648379795062
FR0013450822,CMARK 0 ⅜ 10/03/28,EUR,93.60416,CREDIT MUTUEL ARKEA,Financial,2028-10-03,0.375,A+,1.22381e-05,500000000,N,,Sr Preferred,1,FIXED,03/10/2020,03/10/2027,03/10/2019,93.518,93.69,3.0061601642710474,0.17199999999999704,95.21829353661657,0.3729452054794521,95.59123874209602,1.6141335366165777,57.055807246908756,0.039294360666282974,2.853114026779009,10.938313588697
XS2063247915,SANTAN 0.3 10/04/26,EUR,98.116,BANCO SANTANDER SA,Financial,2026-10-04,0.3,A+,0.000140759,1000000000,N,,Sr Preferred,1,FIXED,04/10/2020,04/10/2025,04/10/2019,98.046,98.187,1.0075290896646132,0.14099999999999113,98.39696433601982,0.29753424657534244,98.69449858259516,0.28096433601982085,28.36189135763048,0.031185207639141958,1.928517125951728,5.599918098011643
DE000A2R8ND3,ANNGR 0 ⅝ 10/07/27,EUR,96.19662,VONOVIA SE,Financial,2027-10-07,0.625,BBB+,0.001036135,500000000,Y,2027-07-07,Sr Unsecured,1,FIXED,07/10/2020,07/10/2026,07/10/2019,96.124,96.269,1.7631759069130732,0.14500000000001023,97.7485499670357,0.14726027397260275,97.8958102410083,1.5519299670357043,90.89475286983058,,,
DE000A2R8NE1,ANNGR 1 ⅝ 10/07/39,EUR,72.70403,VONOVIA SE,Financial,2039-10-07,1.625,BBB+,0.001036135,500000000,Y,2039-07-07,Sr Unsecured,1,FIXED,07/10/2020,07/10/2038,07/10/2019,72.409,72.999,13.763175906913073,0.5899999999999892,87.3433504465603,0.38287671232876713,87.72622715888906,14.63932044656029,150.0360734114679,0.037680334619810775,4.765978163768245,27.458229426863525
XS2063232727,C 0 ½ 10/08/27,EUR,98.129,CITIGROUP INC,Financial,2027-10-08,0.5,A-,0.000312288,1500000000,Y,2026-10-08,Sr Unsecured,1,VARIABLE,08/10/2020,08/07/2027,08/10/2019,98.063,98.195,1.0184804928131417,0.1319999999999908,98.57968518681602,0.4904109589041096,99.07009614572013,0.4506851868160169,44.96041580835207,,,
XS2063268754,IDSLN 1 ¼ 10/08/26,EUR,98.708,INT DISTRIBUTION SERV,Industrial,2026-10-08,1.25,NR,0.003828601,550000000,Y,2026-07-08,Sr Unsecured,1,FIXED,08/10/2020,08/10/2025,08/10/2019,98.638,98.778,0.7665982203969883,0.14000000000000057,99.48192620467711,0.2910958904109589,99.77302209508807,0.7739262046771103,101.51053342169966,,,
XS2062490649,ENAPHO 2.045 10/09/28,EUR,97.192,EP INFRASTRUCTURE AS,Utilities,2028-10-09,2.045,BBB-,0.003085091,500000000,Y,2028-07-09,Sr Unsecured,1,FIXED,09/10/2020,09/10/2027,09/10/2019,96.846,97.537,2.7707049965776864,0.6910000000000025,100.07533205372191,0.47063013698630135,100.54596219070821,2.883332053721915,107.27693352723502,0.03990723478388383,7.19839475015636,60.92721805722643
XS2063350925,HANRUE 1 ⅛ 10/09/39,EUR,92.207,HANNOVER RE,Financial,2039-10-09,1.125,NR,1.34716e-07,750000000,Y,2029-07-09,Subordinated,1,VARIABLE,09/10/2020,11/07/2039,09/10/2019,92.032,92.382,3.7700205338809036,0.3500000000000085,96.25929485766036,0.2589041095890411,96.5181989672494,4.052294857660371,115.81011826274502,0.03330965000334163,2.877168281832482,11.104154705492354
XS2063495811,DLR 1 ⅛ 04/09/28,EUR,96.192,DIGITAL EURO FINCO,Financial,2028-04-09,1.125,BBB,0.000167809,500000000,Y,2028-01-09,Sr Unsecured,1,FIXED,09/04/2020,09/04/2027,09/10/2019,96.056,96.329,2.272416153319644,0.27299999999999613,98.12702908368438,0.8167808219178082,98.94380990560218,1.935029083684384,88.17194748958644,0.03776023808173523,11.73915568337839,155.05846684558898
XS2063535970,NEPSJ 1 ⅞ 10/09/26,EUR,99.436,NE PROPERTY BV,Financial,2026-10-09,1.875,BBB,0.003935961,249997000,Y,2026-07-09,Sr Unsecured,1,FIXED,09/10/2020,09/10/2025,09/10/2019,99.294,99.578,0.7693360711841205,0.284000000000006,99.95226540297367,0.4315068493150685,100.38377225228874,0.5162654029736586,66.97538608104219,0.029900913914269023,1.923871858500958,5.58651125482695
FR0013452620,VIEFP 0 ½ 10/14/31,EUR,85.356,VEOLIA ENVIRONNEMENT SA,Utilities,2031-10-14,0.5,NR,0.000200524,700000000,Y,2031-07-14,Sr Unsecured,1,FIXED,14/10/2020,14/10/2030,14/10/2019,85.135,85.577,5.782340862422998,0.44199999999999307,90.14125273816025,0.10821917808219178,90.24947191624244,4.785252738160253,95.49074474345441,0.03054542433870532,1.9285293066165896,5.602273517111359
FR0013452893,TKOFP 2 ¼ 10/14/26,EUR,99.588,TIKEHAU CAPITAL SCA,Financial,2026-10-14,2.25,BBB-,1.06585e-05,300000000,Y,2026-07-14,Sr Unsecured,1,FIXED,14/10/2020,14/10/2025,14/10/2019,99.41,99.767,0.783025325119781,0.3569999999999993,100.24054277664693,0.486986301369863,100.7275290780168,0.6525427766469392,82.94652450287957,0.02862408863045403,3.8503194801867098,18.65428263297657
FR0013453040,ALOFP 0 ¼ 10/14/26,EUR,97.961,ALSTOM SA,Industrial,2026-10-14,0.25,NR,0.00084863,700000000,Y,2026-07-14,Sr Unsecured,1,FIXED,14/10/2020,14/10/2025,14/10/2019,97.902,98.02,0.783025325119781,0.117999999999995,98.7031988713128,0.05410958904109589,98.75730846035388,0.7421988713127945,96.27531619175507,0.0317109977312623,0.9692636815920398,1.8789441689067101
XS2058888616,EXOIM 1 ¾ 10/14/34,EUR,84.908,EXOR NV,Financial,2034-10-14,1.75,NR,2.32729e-06,500000000,Y,2034-07-14,Sr Unsecured,1,FIXED,14/10/2020,14/10/2033,14/10/2019,84.645,85.171,8.78302532511978,0.5260000000000105,93.8564371751455,0.37876712328767126,94.23520429843317,8.9484371751455,122.52498534734109,,,
XS2065601937,IREIM 0 ⅞ 10/14/29,EUR,93.097,IREN SPA,Utilities,2029-10-14,0.875,BBB,6.77917e-05,500000000,Y,2029-07-14,Sr Unsecured,1,FIXED,14/10/2020,14/10/2028,14/10/2019,92.967,93.227,3.783709787816564,0.2600000000000051,95.3387681004022,0.18938356164383563,95.52815166204604,2.2417681004022114,63.623099343861774,0.026880167364795756,3.6994786955888785,17.698172590447673
XS2064302735,PEP 0 ⅞ 10/16/39,EUR,70.6246,PEPSICO INC,"Consumer, Non-cyclical",2039-10-16,0.875,A+,2.5576e-06,500000000,Y,2039-04-16,Sr Unsecured,1,FIXED,16/10/2020,16/10/2038,16/10/2019,70.347,70.903,13.538672142368242,0.5560000000000116,79.08856203755781,0.4027397260273973,79.4913017635852,8.463962037557806,89.2846489112444,0.03606948033093816,9.64155538352181,113.3257365514133
FR0013453974,ALTAFP 1 ⅞ 01/17/28,EUR,97.866,ALTAREA,Financial,2028-01-17,1.875,NR,0.000407773,450000000,Y,2027-10-17,Sr Unsecured,1,FIXED,17/01/2020,17/01/2027,17/10/2019,97.671,98.06,2.0424366872005475,0.3889999999999958,99.85171227616001,1.792808219178082,101.6445204953381,1.9857122761600152,99.21913223742386,0.03754265071726791,5.645843956433792,37.79012978667219
XS2068065163,INFLN 1 ¼ 04/22/28,EUR,96.54979,INFORMA PLC,Communications,2028-04-22,1.25,BBB,1.36352e-05,500000000,Y,2028-01-22,Sr Unsecured,1,FIXED,22/04/2020,22/04/2027,22/10/2019,96.464,96.636,2.308008213552361,0.17199999999999704,98.37004094594286,0.8630136986301371,99.233054644573,1.8202509459428597,81.48514414025337,0.02417146826856288,0.9763990024937654,1.90671002414164
XS2066392452,SUMIBK 0.632 10/23/29,EUR,91.682,SUMITOMO MITSUI FINL GRP,Financial,2029-10-23,0.632,A,0.000331437,1250000000,N,,Sr Unsecured,1,FIXED,23/10/2020,23/10/2028,23/10/2019,91.579,91.785,4.060232717316906,0.20600000000000307,93.94562642768156,0.5939068493150685,94.53953327699662,2.263626427681558,60.63492646805256,0.045725013866884705,0.9562743424317616,1.8289212359865958
FR0013455540,BPCEGP 0 ½ 02/24/27,EUR,97.411,BPCE SA,Financial,2027-02-24,0.5,BBB+,1.82924e-05,1000000000,N,,Sr Non Preferred,1,FIXED,24/02/2020,24/02/2026,24/10/2019,97.335,97.487,1.3990417522245038,0.15200000000000102,98.05541905985439,0.3,98.35541905985438,0.6444190598543855,47.123763979948514,0.04937879895930764,0.9529447335811646,1.8162073305201532
XS2069380991,EOANGR 0 ¼ 10/24/26,EUR,97.91845,E.ON SE,Utilities,2026-10-24,0.25,BBB+,0.00010082,750000000,Y,2026-07-24,Sr Unsecured,1,FIXED,24/10/2020,24/10/2025,24/10/2019,97.855,97.982,0.810403832991102,0.12699999999999534,98.65956705410066,0.04726027397260274,98.70682732807326,0.7411170541006555,92.93435528041904,0.0318874288310044,5.654583659025902,38.00459531024558
XS2072829794,NFLX 3 ⅝ 06/15/30,EUR,103.509,NETFLIX INC,Communications,2030-06-15,3.625,A-,6.46298e-07,1100000000,Y,2030-03-15,Sr Unsecured,2,FIXED,15/06/2020,15/12/2029,25/10/2019,103.306,103.712,4.4517453798767965,0.4060000000000059,105.94177384149363,0.1602209944751381,106.10199483596877,2.4327738414936277,55.827141607140646,0.03343460050987239,0.967647105590062,1.8726818419136486
XS2229743724,EOANGR 3 ½ 10/26/37,EUR,98.973,E.ON SE,Utilities,2037-10-26,3.5,BBB+,0.00010082,462100000,N,,Sr Unsecured,1,FIXED,26/10/2020,26/10/2036,26/10/2019,98.39,99.555,12.068446269678303,1.1650000000000063,108.72155220029317,3.26027397260274,111.98182617289592,9.748552200293176,93.27326456980315,0.03124033560887569,5.647396553292107,37.955488964584795
FR0013456621,URWFP 0 ⅞ 03/29/32,EUR,84.785,UNIBAIL-RODAMCO-WESTFLD,Financial,2032-03-29,0.875,BBB,0.008889247,750000000,Y,2031-12-29,Sr Unsecured,1,FIXED,29/03/2020,29/03/2031,28/10/2019,84.565,85.006,6.242299794661191,0.4410000000000025,91.39788736243699,0.6616438356164385,92.05953119805343,6.612887362436993,123.22292086181639,0.03680888294977038,2.8600850827474167,10.99147816640825
XS2068969067,RABOBK 0 ¼ 10/30/26,EUR,97.884,COOPERATIEVE RABOBANK UA,Financial,2026-10-30,0.25,A-,5.75847e-06,750000000,N,,Sr Non Preferred,1,FIXED,30/10/2020,30/10/2025,30/10/2019,97.835,97.934,1.0787132101300478,0.09900000000000375,98.23196554983313,0.23013698630136986,98.46210253613451,0.347965549833134,32.87419617343343,0.0341239492722718,4.770299707804601,27.554265760591502
XS2010038730,DOV 0 ¾ 11/04/27,EUR,96.34464,DOVER CORP,Industrial,2027-11-04,0.75,BBB+,8.65558e-06,500000000,Y,2027-08-04,Sr Unsecured,1,FIXED,04/11/2020,04/11/2026,04/11/2019,96.261,96.428,1.839835728952772,0.1670000000000016,97.8702465467415,0.11917808219178083,97.98942462893328,1.5256065467414999,85.58108175479556,0.03983632003668209,17.44016814214027,371.1492134279022
XS2075811781,SESGFP 0 ⅞ 11/04/27,EUR,96.1283,SES SA,Communications,2027-11-04,0.875,BBB-,0.006157273,500000000,Y,2027-08-04,Sr Unsecured,1,FIXED,04/11/2020,04/11/2026,04/11/2019,95.897,96.359,1.839835728952772,0.4619999999999891,98.09404952339645,0.139041095890411,98.23309061928686,1.965749523396454,110.32145269647899,0.03484432123654848,4.766845300756945,27.514930387704158
XS2075811948,JPM 1.047 11/04/32,EUR,88.47,JPMORGAN CHASE & CO,Financial,2032-11-04,1.047,A+,0.0001373,1750000000,Y,2031-11-04,Sr Unsecured,1,VARIABLE,04/11/2020,04/08/2032,04/11/2019,88.315,88.625,6.091718001368926,0.3100000000000023,92.6243077128305,0.9494712328767123,93.57377894570722,4.1543077128305015,77.42349810244484,0.02430995188655361,0.976266996291718,1.9061944960969062
DE000A2R9ZU9,MBGGR 0 ⅝ 05/06/27,EUR,97.36949,MERCEDES-BENZ INT FINCE,"Consumer, Cyclical",2027-05-06,0.625,A,0.042824479,1250000000,N,,Sr Unsecured,1,FIXED,06/05/2020,06/05/2026,06/11/2019,97.292,97.447,1.593429158110883,0.15500000000000114,97.97546869098292,0.2534246575342466,98.22889334851718,0.6059786909829228,38.962873681335054,0.046999209222957465,0.9551105590062112,1.8244723598503148
DE000A2YPFU9,MBGGR 1 ⅛ 11/06/31,EUR,89.21523,MERCEDES-BENZ GROUP AG,"Consumer, Cyclical",2031-11-06,1.125,A,0.001270443,1000000000,N,,Sr Unsecured,1,FIXED,06/11/2020,06/11/2030,06/11/2019,88.985,89.446,6.09719370294319,0.4609999999999985,93.0562542057304,1.014041095890411,94.0702953016208,3.841024205730392,71.19720619217088,0.0389703999232967,11.718274399338148,154.5772100365939
XS2071382662,VCXAU 1 ⅛ 11/07/29,EUR,92.864,VICINITY CENTRES TRUST,Financial,2029-11-07,1.125,A,0.000540009,500000000,Y,2029-08-07,Sr Unsecured,1,FIXED,07/11/2020,07/11/2028,07/11/2019,92.722,93.007,3.8494182067077345,0.2850000000000108,96.14452483611305,0.16952054794520546,96.31404538405826,3.2805248361130452,91.60001107941346,0.030136643647967722,3.8449507335608324,18.60141036508836
XS2075937370,LLY 0 ⅝ 11/01/31,EUR,87.38348,ELI LILLY & CO,"Consumer, Non-cyclical",2031-11-01,0.625,A+,1.33291e-05,600000000,Y,2031-08-01,Sr Unsecured,1,FIXED,01/11/2020,01/11/2030,07/11/2019,87.208,87.559,5.831622176591376,0.3509999999999991,90.72370633667951,0.10445205479452055,90.82815839147403,3.340226336679507,65.32593403933086,0.029731751539953555,3.8464971137274064,18.616256564659203
XS2075938006,LLY 1.7 11/01/49,EUR,66.01739,ELI LILLY & CO,"Consumer, Non-cyclical",2049-11-01,1.7,A+,1.33291e-05,1000000000,Y,2049-05-01,Sr Unsecured,1,FIXED,01/11/2020,01/11/2048,07/11/2019,65.665,66.37,23.581108829568787,0.7049999999999983,80.05718671156698,0.7126027397260275,80.76978945129301,14.039796711566979,103.20279948704314,0.024705078662683434,0.9758905472636815,1.904724720477216
XS2077546682,EOANGR 0 ⅝ 11/07/31,EUR,87.08382,E.ON SE,Utilities,2031-11-07,0.625,BBB+,0.00010082,500000000,Y,2031-08-07,Sr Unsecured,1,FIXED,07/11/2020,07/11/2030,07/11/2019,86.888,87.28,5.848049281314168,0.3919999999999959,90.69391160801388,0.09417808219178081,90.78808969020565,3.6100916080138745,70.54316743387469,0.040962562123693654,0.9606493416630422,1.8456943152752723
ES0213307061,CABKSM 1 ⅛ 11/12/26,EUR,98.725,CAIXABANK SA,Financial,2026-11-12,1.125,A-,0.000118254,750000000,N,,Sr Non Preferred,1,FIXED,12/11/2020,12/11/2025,12/11/2019,98.641,98.808,1.1143052703627652,0.1670000000000016,99.1295796908874,0.9955479452054795,100.12512763609287,0.4045796908874024,36.68046171365495,0.02812042318772586,2.891906942545387,11.217624249543592
XS2070192591,BSX 0 ⅝ 12/01/27,EUR,96.108,BOSTON SCIENTIFIC CORP,"Consumer, Non-cyclical",2027-12-01,0.625,A-,3.19353e-07,900000000,Y,2027-09-01,Sr Unsecured,1,FIXED,01/12/2020,01/12/2026,12/11/2019,96.043,96.173,1.9164955509924708,0.12999999999999545,97.54457394768339,0.05136986301369863,97.5959438106971,1.4365739476833852,77.57826433792545,0.025469442798471534,0.9751631382316314,1.9018862923315276
XS2078409716,CL 0 ⅞ 11/12/39,EUR,69.62926,COLGATE-PALMOLIVE CO,"Consumer, Non-cyclical",2039-11-12,0.875,A+,1.17308e-06,500000000,Y,2039-05-12,Sr Unsecured,1,FIXED,12/11/2020,12/11/2038,12/11/2019,69.338,69.92,13.609856262833675,0.5820000000000078,78.96979150294057,0.34041095890410966,79.31020246184468,9.340531502940564,98.84947508313597,0.03157696160465063,4.795095797851465,27.79091431940811
XS2078667925,OPBANK 0 ⅝ 11/12/29,EUR,91.124,OP CORPORATE BANK PLC,Financial,2029-11-12,0.625,A-,1.29446e-05,500000000,N,,Sr Non Preferred,1,FIXED,12/11/2020,12/11/2028,12/11/2019,90.989,91.259,4.114989733059549,0.269999999999996,93.82022442886262,0.553082191780822,94.37330662064343,2.696224428862621,71.53018394839404,0.028361942726976758,0.9724202719406676,1.8912023705623242
XS2078737215,SEB 0 ⅝ 11/12/29,EUR,91.266,SKANDINAVISKA ENSKILDA,Financial,2029-11-12,0.625,A,5.4877e-05,1000000000,N,,Sr Non Preferred,1,FIXED,12/11/2020,12/11/2028,12/11/2019,91.165,91.368,4.114989733059549,0.20299999999998875,93.82022442886262,0.553082191780822,94.37330662064343,2.554224428862611,67.71016444088026,0.04646677370253753,0.9555965130759653,1.8263293916058865
XS2078692105,SANSCF 0 ½ 11/14/26,EUR,98.077,SANTAN CONSUMER FINANCE,Financial,2026-11-14,0.5,A,0.008725382,500000000,N,,Sr Preferred,1,FIXED,14/11/2020,14/11/2025,14/11/2019,98.008,98.146,1.1197809719370295,0.13800000000000523,98.4396211431903,0.4397260273972603,98.87934717058755,0.3626211431902959,32.93650467783226,0.02449662727595494,0.9760891089108908,1.9054998970689137
XS2079105891,ZBH 1.164 11/15/27,EUR,97.18313,ZIMMER BIOMET HOLDINGS,"Consumer, Non-cyclical",2027-11-15,1.164,BBB,1.83175e-05,500000000,Y,2027-09-15,Sr Unsecured,1,FIXED,15/11/2020,15/11/2026,15/11/2019,97.09,97.276,1.9548254620123204,0.18599999999999284,98.51845551120023,0.05102465753424657,98.56948016873447,1.3353255112002245,70.1437317291364,0.03577639166673833,2.877546710128261,11.088517477471195
XS2079107830,SKFBSS 0 ⅞ 11/15/29,EUR,94.501,SKF AB,Industrial,2029-11-15,0.875,BBB+,3.44864e-05,300000000,Y,2029-08-15,Sr Unsecured,1,FIXED,15/11/2020,15/11/2028,15/11/2019,94.113,94.889,3.871321013004791,0.7759999999999962,95.19213565474239,0.11267123287671234,95.3048068876191,0.6911356547423821,19.05138011727281,0.03019896598784553,3.825692209552541,18.47634282807516
XS2079713322,BBVASM 0 ⅜ 11/15/26,EUR,97.882,BANCO BILBAO VIZCAYA ARG,Financial,2026-11-15,0.375,A,9.10572e-05,1000000000,N,,Sr Preferred,1,FIXED,15/11/2020,15/11/2025,15/11/2019,97.82,97.945,1.1225188227241616,0.125,98.29837309437711,0.3287671232876712,98.62714021766479,0.4163730943771071,37.79073372657838,0.03650645494051441,1.9138291926242554,5.524093062093799
XS2079716937,AAPL 0 ½ 11/15/31,EUR,87.88314,APPLE INC,Technology,2031-11-15,0.5,AA+,1.07934e-06,1000000000,Y,2031-08-15,Sr Unsecured,1,FIXED,15/11/2020,15/11/2030,15/11/2019,87.686,88.08,5.8699520876112254,0.39399999999999125,89.97272749165488,0.06438356164383562,90.03711105329872,2.089587491654882,40.52958725740219,0.04639040917383368,0.9556662515566626,1.8265959687287248
FR0013460607,BVIFP 1 ⅛ 01/18/27,EUR,98.336,BUREAU VERITAS SA,"Consumer, Non-cyclical",2027-01-18,1.125,NR,8.85117e-07,500000000,Y,2026-10-18,Sr Unsecured,1,FIXED,18/01/2021,18/01/2026,18/11/2019,98.262,98.409,1.0458590006844628,0.14700000000000557,99.18301470721364,1.0726027397260274,100.25561744693967,0.8470147072136456,81.95005512596482,0.03484552222726994,4.754380577735814,27.418957378237426
XS2076155105,ABT 0 ⅜ 11/19/27,EUR,95.918,ABBOTT IRELAND FINANCING,"Consumer, Non-cyclical",2027-11-19,0.375,AA-,2.10045e-08,590000000,Y,2027-08-19,Sr Unsecured,1,FIXED,19/11/2020,19/11/2026,19/11/2019,95.827,96.01,1.8809034907597535,0.18300000000000693,97.13434744867001,0.04417808219178082,97.17852553086179,1.2163474486700068,67.05559986403196,0.048400507181608425,0.9538339529120198,1.819598419455538
XS2081018629,ISPIM 1 11/19/26,EUR,98.585,INTESA SANPAOLO SPA,Financial,2026-11-19,1.0,BBB+,0.000100348,1250000000,N,,Sr Preferred,1,FIXED,19/11/2020,19/11/2025,19/11/2019,98.519,98.65,1.1334702258726899,0.13100000000000023,98.97586292054005,0.8657534246575342,99.8416163451976,0.39086292054005867,34.890359481068444,0.04313678608689635,7.200050124814351,60.82732598467549
XS2082345955,CCHLN 0 ⅝ 11/21/29,EUR,91.74003,COCA-COLA HBC FINANCE BV,"Consumer, Non-cyclical",2029-11-21,0.625,BBB+,0.014100174,500000000,Y,2029-08-21,Sr Unsecured,1,FIXED,21/11/2020,21/11/2028,21/11/2019,91.636,91.844,3.887748117727584,0.2079999999999984,94.24012429775459,0.0702054794520548,94.31032977720665,2.500094297754586,69.7574486624832,,,
XS2010038227,MCO 0.95 02/25/30,EUR,92.30965,MOODY'S CORPORATION,"Consumer, Non-cyclical",2030-02-25,0.95,BBB+,2.0364e-06,750000000,Y,2029-11-25,Sr Unsecured,1,FIXED,25/02/2020,25/02/2029,25/11/2019,92.086,92.533,4.1505817932922655,0.44700000000000273,95.03549307020032,0.8068493150684931,95.84234238526881,2.7258430702003125,71.14763653090169,0.03449072016380095,2.8630485683729066,11.023039568140693
XS2083147343,ALB 1 ⅝ 11/25/28,EUR,96.16023,ALBEMARLE NEW HOLDING,Basic Materials,2028-11-25,1.625,BBB-,0.012463838,500000000,Y,2028-08-25,Sr Unsecured,1,FIXED,25/11/2020,25/11/2027,25/11/2019,95.988,96.333,2.8993839835728954,0.34499999999999886,98.88724902917997,0.16472602739726028,99.05197505657723,2.7270190291799707,97.85832549168214,,,
FR0013463668,EFFP 0 ⅜ 11/27/27,EUR,95.925,ESSILORLUXOTTICA,"Consumer, Non-cyclical",2027-11-27,0.375,A,4.39364e-06,1500000000,Y,2027-08-27,Sr Unsecured,1,FIXED,27/11/2020,27/11/2026,27/11/2019,95.842,96.008,1.9028062970568105,0.16599999999999682,97.09997953642691,0.03595890410958904,97.1359384405365,1.1749795364269175,64.04239080277426,0.033900410968654635,2.879148190552993,11.110139780224914
FR0013463676,EFFP 0 ¾ 11/27/31,EUR,87.64795,ESSILORLUXOTTICA,"Consumer, Non-cyclical",2031-11-27,0.75,A,4.39364e-06,1000000000,Y,2031-08-27,Sr Unsecured,1,FIXED,27/11/2020,27/11/2030,27/11/2019,87.483,87.813,5.90280629705681,0.3299999999999983,91.27978923469753,0.07191780821917808,91.35170704291671,3.631839234697537,70.0953041223938,0.03799318009861989,1.9169946619513718,5.531041845733665
DE000A254P51,LEGGR 0 ⅞ 11/28/27,EUR,96.218,LEG IMMOBILIEN SE,Financial,2027-11-28,0.875,NR,0.002113952,500000000,Y,2027-08-28,Sr Unsecured,1,FIXED,28/11/2020,28/11/2026,28/11/2019,96.114,96.323,1.9055441478439425,0.20899999999998897,98.02254050764864,0.0815068493150685,98.1040473569637,1.804540507648639,97.81364270392184,0.029562954564951487,2.8914339103358118,11.204736531272067
DE000A254P69,LEGGR 1 ⅝ 11/28/34,EUR,82.13,LEG IMMOBILIEN SE,Financial,2034-11-28,1.625,NR,0.002113952,500000000,Y,2034-08-28,Sr Unsecured,1,FIXED,28/11/2020,28/11/2033,28/11/2019,81.827,82.433,8.906228610540726,0.6060000000000088,92.73419004667328,0.15136986301369865,92.88555990968698,10.604190046673281,146.02236406281864,0.03588026194353153,4.724915511277526,27.174233551825456
XS2081615473,HOLNSW 0 ½ 11/29/26,EUR,97.966,HOLCIM FINANCE LUX SA,Industrial,2026-11-29,0.5,BBB+,1.36262e-05,500000000,Y,2026-08-29,Sr Unsecured,1,FIXED,29/11/2020,29/11/2025,29/11/2019,97.901,98.03,0.9089664613278576,0.1290000000000049,98.72686810160204,0.045205479452054796,98.77207358105409,0.7608681016020427,85.0174598235905,0.02463811158278462,0.9759543283582087,1.9049737020822441
XS2084488209,FMEGR 1 ¼ 11/29/29,EUR,93.833,FRESENIUS MEDICAL CARE A,"Consumer, Non-cyclical",2029-11-29,1.25,BBB-,0.000235876,500000000,Y,2029-08-29,Sr Unsecured,1,FIXED,29/11/2020,29/11/2028,29/11/2019,93.591,94.074,3.909650924024641,0.4830000000000041,96.52255702891232,0.113013698630137,96.63557072754246,2.6895570289123185,73.57675863122978,,,
XS2084497705,FMEGR 0 ⅝ 11/30/26,EUR,98.066,FRESENIUS MEDICAL CARE A,"Consumer, Non-cyclical",2026-11-30,0.625,BBB-,0.000235876,400025000,Y,2026-08-30,Sr Unsecured,1,FIXED,30/11/2020,30/11/2025,29/11/2019,97.986,98.146,0.9117043121149897,0.1599999999999966,98.83511429867082,0.0547945205479452,98.88990881921876,0.7691142986708144,85.58189465848952,0.03941194134631531,7.1728265108947635,60.653029525369185
FR0013464815,AKEFP 0 ¾ 12/03/29,EUR,92.588,ARKEMA,Basic Materials,2029-12-03,0.75,BBB+,0.001210346,500000000,Y,2029-09-03,Sr Unsecured,1,FIXED,03/12/2020,03/12/2028,03/12/2019,92.43,92.747,3.923340177960301,0.31699999999999307,94.6389517253458,0.057534246575342465,94.69648597192115,2.0509517253458114,56.43910251326922,0.027587215032365817,0.9731534076827758,1.894055109769198
XS2085655590,FIS 1 12/03/28,EUR,94.705,FIDELITY NATL INFO SERV,Technology,2028-12-03,1.0,BBB,5.41796e-05,625000000,Y,2028-09-03,Sr Unsecured,1,FIXED,03/12/2020,03/12/2027,03/12/2019,94.587,94.823,2.924024640657084,0.23599999999999,97.1165571670954,0.07671232876712329,97.19326949586252,2.4115571670953955,86.76884902460357,0.03744918602011636,2.8655161350714864,11.01485741154297
XS2087639626,SYK 0 ¾ 03/01/29,EUR,93.754,STRYKER CORP,"Consumer, Non-cyclical",2029-03-01,0.75,BBB+,6.05078e-07,800000000,Y,2028-12-01,Sr Unsecured,1,FIXED,01/03/2021,01/03/2028,03/12/2019,93.656,93.853,3.167693360711841,0.19699999999998852,96.00490550161746,0.6246575342465753,96.62956303586404,2.250905501617453,75.45785312374743,0.04101441451584889,17.787105902889945,390.791872944893
